1, forest, regions_unexplored:alpha_grove, minecraft:allay, CREATURE, 5, 1, 1
2235, the_end, minecraft:end_highlands, betterend:end_fish, WATER_AMBIENT, 10, 2, 3
2236, the_end, minecraft:end_highlands, betterend:cubozoa, WATER_AMBIENT, 5, 1, 2
2237, the_end, minecraft:end_highlands, alexsmobs:endergrade, CREATURE, 10, 2, 4
2238, the_end, minecraft:end_highlands, alexsmobs:spectre, CREATURE, 10, 2, 3
2239, the_end, minecraft:end_highlands, alexsmobs:enderiophage, CREATURE, 10, 2, 3
2240, the_end, minecraft:end_highlands, alexsmobs:cosmaw, CREATURE, 5, 1, 2
2241, the_end, minecraft:end_highlands, legendarycreatures:ender_wisp, CREATURE, 10, 1, 2
2242, the_end, minecraft:end_highlands, minecraft:enderman, MONSTER, 20, 3, 5
2243, the_end, minecraft:end_highlands, minecraft:endermite, MONSTER, 10, 2, 3
2244, the_end, minecraft:end_highlands, betterend:end_slime, MONSTER, 10, 2, 3
2245, the_end, minecraft:end_highlands, betterend:shadow_walker, MONSTER, 5, 1, 2
2246, the_end, minecraft:end_highlands, mutantmonsters:mutant_enderman, MONSTER, 1, 1, 1
2247, the_end, minecraft:end_highlands, alexsmobs:mimicube, MONSTER, 10, 2, 3
2248, the_end, minecraft:end_highlands, alexsmobs:farseer, MONSTER, 2, 1, 2
2249, the_end, minecraft:end_highlands, cataclysm:endermaptera, MONSTER, 30, 2, 3
2250, the_end, minecraft:end_highlands, endermanoverhaul:end_enderman, MONSTER, 10, 2, 3
2251, the_end, minecraft:end_highlands, endermanoverhaul:end_islands_enderman, MONSTER, 10, 2, 3

2252, the_end, minecraft:end_midlands, betterend:dragonfly, AMBIENT, 10, 2, 3
2253, the_end, minecraft:end_midlands, betterend:silk_moth, AMBIENT, 15, 3, 5
2254, the_end, minecraft:end_midlands, alexsmobs:cosmic_cod, AMBIENT, 10, 2, 3
2255, the_end, minecraft:end_midlands, betterend:end_fish, WATER_AMBIENT, 10, 2, 3
2256, the_end, minecraft:end_midlands, betterend:cubozoa, WATER_AMBIENT, 5, 1, 2
2257, the_end, minecraft:end_midlands, alexsmobs:endergrade, CREATURE, 10, 2, 4
2258, the_end, minecraft:end_midlands, alexsmobs:spectre, CREATURE, 10, 2, 3
2259, the_end, minecraft:end_midlands, alexsmobs:enderiophage, CREATURE, 10, 2, 3
2260, the_end, minecraft:end_midlands, alexsmobs:cosmaw, CREATURE, 5, 1, 2
2261, the_end, minecraft:end_midlands, legendarycreatures:ender_wisp, CREATURE, 10, 1, 2
2262, the_end, minecraft:end_midlands, minecraft:enderman, MONSTER, 20, 3, 5
2263, the_end, minecraft:end_midlands, minecraft:endermite, MONSTER, 10, 2, 3
2264, the_end, minecraft:end_midlands, betterend:end_slime, MONSTER, 10, 2, 3
2265, the_end, minecraft:end_midlands, betterend:shadow_walker, MONSTER, 5, 1, 2
2266, the_end, minecraft:end_midlands, mutantmonsters:mutant_enderman, MONSTER, 1, 1, 1
2267, the_end, minecraft:end_midlands, alexsmobs:mimicube, MONSTER, 10, 2, 3
2268, the_end, minecraft:end_midlands, alexsmobs:farseer, MONSTER, 2, 1, 2
2269, the_end, minecraft:end_midlands, cataclysm:endermaptera, MONSTER, 30, 2, 3
2270, the_end, minecraft:end_midlands, endermanoverhaul:end_enderman, MONSTER, 10, 2, 3
2271, the_end, minecraft:end_midlands, endermanoverhaul:end_islands_enderman, MONSTER, 10, 2, 3

2272, savanna, minecraft:eroded_badlands, minecraft:chicken, CREATURE, 15, 2, 4
2273, savanna, minecraft:eroded_badlands, minecraft:cow, CREATURE, 20, 2, 4
2274, savanna, minecraft:eroded_badlands, minecraft:donkey, CREATURE, 10, 2, 3
2275, savanna, minecraft:eroded_badlands, minecraft:horse, CREATURE, 15, 2, 4
2276, savanna, minecraft:eroded_badlands, minecraft:pig, CREATURE, 15, 2, 4
2277, savanna, minecraft:eroded_badlands, alexsmobs:gazelle, CREATURE, 25, 2, 3
2278, savanna, minecraft:eroded_badlands, alexsmobs:raccoon, CREATURE, 10, 2, 3
2279, savanna, minecraft:eroded_badlands, alexsmobs:elephant, CREATURE, 15, 1, 2
2280, savanna, minecraft:eroded_badlands, alexsmobs:emu, CREATURE, 20, 3, 5
2281, savanna, minecraft:eroded_badlands, alexsmobs:kangaroo, CREATURE, 10, 2, 3
2282, savanna, minecraft:eroded_badlands, alexsmobs:rhinoceros, CREATURE, 5, 1, 2
2283, savanna, minecraft:eroded_badlands, iceandfire:cockatrice, CREATURE, 5, 1, 1
2284, savanna, minecraft:eroded_badlands, legendarycreatures:wisp, CREATURE, 10, 2, 3
2285, savanna, minecraft:eroded_badlands, alexsmobs:fly, AMBIENT, 15, 3, 5
2286, savanna, minecraft:eroded_badlands, minecraft:creeper, MONSTER, 10, 2, 3
2287, savanna, minecraft:eroded_badlands, minecraft:enderman, MONSTER, 5, 1, 2
2288, savanna, minecraft:eroded_badlands, minecraft:skeleton, MONSTER, 15, 3, 5
2289, savanna, minecraft:eroded_badlands, minecraft:spider, MONSTER, 10, 2, 3
2290, savanna, minecraft:eroded_badlands, minecraft:witch, MONSTER, 5, 1, 2
2291, savanna, minecraft:eroded_badlands, minecraft:zombie, MONSTER, 20, 3, 5
2292, savanna, minecraft:eroded_badlands, minecraft:zombie_villager, MONSTER, 10, 2, 3
2293, savanna, minecraft:eroded_badlands, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
2294, savanna, minecraft:eroded_badlands, graveyard:nightmare, MONSTER, 5, 1, 2
2295, savanna, minecraft:eroded_badlands, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
2296, savanna, minecraft:eroded_badlands, born_in_chaos_v1:skeleton_demoman, MONSTER, 10, 2, 3
2297, savanna, minecraft:eroded_badlands, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
2298, savanna, minecraft:eroded_badlands, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
2299, savanna, minecraft:eroded_badlands, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
2300, savanna, minecraft:eroded_badlands, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
2301, savanna, minecraft:eroded_badlands, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
2302, savanna, minecraft:eroded_badlands, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
2303, savanna, minecraft:eroded_badlands, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
2304, savanna, minecraft:eroded_badlands, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
2305, savanna, minecraft:eroded_badlands, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
2306, savanna, minecraft:eroded_badlands, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
2307, savanna, minecraft:eroded_badlands, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 2, 3
2308, savanna, minecraft:eroded_badlands, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
2309, savanna, minecraft:eroded_badlands, endermanoverhaul:savanna_enderman, MONSTER, 5, 1, 2
2310, savanna, minecraft:eroded_badlands, creeperoverhaul:savannah_creeper, MONSTER, 10, 2, 3

2311, nether, biomesoplenty:erupting_inferno, minecraft:strider, CREATURE, 15, 2, 4
2312, nether, biomesoplenty:erupting_inferno, alexsmobs:warped_toad, CREATURE, 10, 2, 3
2313, nether, biomesoplenty:erupting_inferno, alexsmobs:laviathan, CREATURE, 2, 1, 1
2314, nether, biomesoplenty:erupting_inferno, quark:foxhound, CREATURE, 10, 2, 3
2315, nether, biomesoplenty:erupting_inferno, legendarycreatures:nether_wisp, CREATURE, 10, 1, 1
2316, nether, biomesoplenty:erupting_inferno, betternether:firefly, AMBIENT, 25, 1, 3
2317, nether, biomesoplenty:erupting_inferno, betternether:hydrogen_jellyfish, AMBIENT, 3, 1, 2
2318, nether, biomesoplenty:erupting_inferno, betternether:flying_pig, AMBIENT, 10, 2, 3
2319, nether, biomesoplenty:erupting_inferno, minecraft:blaze, MONSTER, 10, 1, 2
2320, nether, biomesoplenty:erupting_inferno, minecraft:enderman, MONSTER, 5, 1, 2
2321, nether, biomesoplenty:erupting_inferno, minecraft:ghast, MONSTER, 3, 1, 1
2322, nether, biomesoplenty:erupting_inferno, minecraft:hoglin, MONSTER, 15, 2, 4
2323, nether, biomesoplenty:erupting_inferno, minecraft:magma_cube, MONSTER, 15, 3, 5
2324, nether, biomesoplenty:erupting_inferno, minecraft:piglin, MONSTER, 20, 2, 4
2325, nether, biomesoplenty:erupting_inferno, minecraft:piglin_brute, MONSTER, 5, 1, 2
2326, nether, biomesoplenty:erupting_inferno, minecraft:skeleton, MONSTER, 10, 2, 3
2327, nether, biomesoplenty:erupting_inferno, minecraft:wither_skeleton, MONSTER, 10, 2, 3
2328, nether, biomesoplenty:erupting_inferno, minecraft:zoglin, MONSTER, 10, 2, 3
2329, nether, biomesoplenty:erupting_inferno, minecraft:zombified_piglin, MONSTER, 20, 2, 4
2330, nether, biomesoplenty:erupting_inferno, betternether:naga, MONSTER, 10, 2, 3
2331, nether, biomesoplenty:erupting_inferno, betternether:jungle_skeleton, MONSTER, 10, 2, 3
2332, nether, biomesoplenty:erupting_inferno, betternether:skull, MONSTER, 5, 1, 2
2333, nether, biomesoplenty:erupting_inferno, alexsmobs:bone_serpent, MONSTER, 5, 1, 2
2334, nether, biomesoplenty:erupting_inferno, alexsmobs:straddler, MONSTER, 10, 2, 3
2335, nether, biomesoplenty:erupting_inferno, alexsmobs:dropbear, MONSTER, 5, 1, 2
2336, nether, biomesoplenty:erupting_inferno, born_in_chaos_v1:bone_imp, MONSTER, 10, 2, 3
2337, nether, biomesoplenty:erupting_inferno, born_in_chaos_v1:supreme_bonescaller, MONSTER, 1, 1, 1
2338, nether, biomesoplenty:erupting_inferno, cataclysm:ignited_revenant, MONSTER, 10, 1, 1
2339, nether, biomesoplenty:erupting_inferno, cataclysm:ignited_berserker, MONSTER, 5, 1, 1
2340, nether, biomesoplenty:erupting_inferno, endermanoverhaul:soulsand_valley_enderman, MONSTER, 15, 1, 2
2341, nether, biomesoplenty:erupting_inferno, endermanoverhaul:warped_forest_enderman, MONSTER, 15, 1, 2
2342, nether, biomesoplenty:erupting_inferno, endermanoverhaul:spirit, MONSTER, 15, 1, 2
2343, nether, biomesoplenty:erupting_inferno, quark:wraith, MONSTER, 10, 2, 3

2344, jungle, regions_unexplored:eucalyptus_forest, minecraft:chicken, CREATURE, 20, 2, 4
2345, jungle, regions_unexplored:eucalyptus_forest, minecraft:cow, CREATURE, 15, 2, 3
2346, jungle, regions_unexplored:eucalyptus_forest, minecraft:donkey, CREATURE, 1, 1, 2
2347, jungle, regions_unexplored:eucalyptus_forest, minecraft:frog, CREATURE, 14, 3, 5
2348, jungle, regions_unexplored:eucalyptus_forest, minecraft:ocelot, CREATURE, 35, 2, 4
2349, jungle, regions_unexplored:eucalyptus_forest, minecraft:panda, CREATURE, 10, 2, 3
2350, jungle, regions_unexplored:eucalyptus_forest, minecraft:parrot, CREATURE, 15, 2, 4
2351, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:gorilla, CREATURE, 10, 2, 3
2352, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:capuchin_monkey, CREATURE, 15, 2, 3
2353, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:crow, CREATURE, 10, 2, 3
2354, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:tiger, CREATURE, 15, 1, 2
2355, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:toucan, CREATURE, 15, 2, 4
2356, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:anaconda, CREATURE, 5, 1, 2
2357, jungle, regions_unexplored:eucalyptus_forest, legendarycreatures:wisp, CREATURE, 10, 1, 1
2358, jungle, regions_unexplored:eucalyptus_forest, legendarycreatures:peacock_spider, CREATURE, 2, 1, 1
2359, jungle, regions_unexplored:eucalyptus_forest, minecraft:creeper, MONSTER, 10, 2, 3
2360, jungle, regions_unexplored:eucalyptus_forest, minecraft:enderman, MONSTER, 5, 1, 2
2361, jungle, regions_unexplored:eucalyptus_forest, minecraft:skeleton, MONSTER, 10, 2, 3
2362, jungle, regions_unexplored:eucalyptus_forest, minecraft:spider, MONSTER, 10, 2, 3
2363, jungle, regions_unexplored:eucalyptus_forest, minecraft:witch, MONSTER, 5, 1, 2
2364, jungle, regions_unexplored:eucalyptus_forest, minecraft:zombie, MONSTER, 15, 2, 4
2365, jungle, regions_unexplored:eucalyptus_forest, minecraft:zombie_villager, MONSTER, 10, 2, 3
2366, jungle, regions_unexplored:eucalyptus_forest, mowziesmobs:foliaath, MONSTER, 35, 1, 3
2367, jungle, regions_unexplored:eucalyptus_forest, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
2368, jungle, regions_unexplored:eucalyptus_forest, graveyard:revenant, MONSTER, 5, 1, 2
2369, jungle, regions_unexplored:eucalyptus_forest, graveyard:nightmare, MONSTER, 5, 1, 2
2370, jungle, regions_unexplored:eucalyptus_forest, alexsmobs:centipede_head, MONSTER, 10, 1, 1
2371, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
2372, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
2373, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
2374, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
2375, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:zombie_clown, MONSTER, 5, 2, 3
2376, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
2377, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
2378, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
2379, jungle, regions_unexplored:eucalyptus_forest, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
2380, jungle, regions_unexplored:eucalyptus_forest, call_of_yucutan:mitnal_monkey, MONSTER, 10, 2, 3
2381, jungle, regions_unexplored:eucalyptus_forest, call_of_yucutan:undead_warrior, MONSTER, 5, 1, 2
2382, jungle, regions_unexplored:eucalyptus_forest, creeperoverhaul:jungle_creeper, MONSTER, 10, 2, 3

2383, swamp, regions_unexplored:fen, alexsmobs:alligator_snapping_turtle, CREATURE, 15, 1, 2
2384, swamp, regions_unexplored:fen, alexsmobs:caiman, CREATURE, 15, 1, 2
2385, swamp, regions_unexplored:fen, alexsmobs:crocodile, CREATURE, 20, 1, 3
2386, swamp, regions_unexplored:fen, alexsmobs:crow, CREATURE, 20, 1, 1
2387, swamp, regions_unexplored:fen, alexsmobs:komodo_dragon, CREATURE, 10, 1, 1
2388, swamp, regions_unexplored:fen, alexsmobs:raccoon, CREATURE, 15, 1, 1
2389, swamp, regions_unexplored:fen, iceandfire:stymphalian_bird, CREATURE, 10, 2, 4
2390, swamp, regions_unexplored:fen, legendarycreatures:bullfrog, CREATURE, 40, 1, 3
2391, swamp, regions_unexplored:fen, legendarycreatures:wisp, CREATURE, 5, 1, 1
2392, swamp, regions_unexplored:fen, minecraft:chicken, CREATURE, 50, 2, 4
2393, swamp, regions_unexplored:fen, minecraft:cow, CREATURE, 50, 2, 3
2394, swamp, regions_unexplored:fen, minecraft:frog, CREATURE, 30, 2, 2
2395, swamp, regions_unexplored:fen, minecraft:pig, CREATURE, 50, 2, 4
2396, swamp, regions_unexplored:fen, minecraft:sheep, CREATURE, 50, 2, 3
2397, swamp, regions_unexplored:fen, minecraft:wolf, CREATURE, 20, 1, 2
2398, swamp, regions_unexplored:fen, alexsmobs:fly, AMBIENT, 15, 1, 2
2399, swamp, regions_unexplored:fen, alexsmobs:rain_frog, AMBIENT, 10, 2, 2
2400, swamp, regions_unexplored:fen, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 1, 2
2401, swamp, regions_unexplored:fen, born_in_chaos_v1:bone_imp, MONSTER, 5, 2, 2
2402, swamp, regions_unexplored:fen, born_in_chaos_v1:corpse_fly, MONSTER, 10, 1, 2
2403, swamp, regions_unexplored:fen, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
2404, swamp, regions_unexplored:fen, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 2
2405, swamp, regions_unexplored:fen, born_in_chaos_v1:decaying_zombie, MONSTER, 10, 2, 2
2406, swamp, regions_unexplored:fen, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 1
2407, swamp, regions_unexplored:fen, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
2408, swamp, regions_unexplored:fen, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
2409, swamp, regions_unexplored:fen, born_in_chaos_v1:siamese_skeletons, MONSTER, 5, 1, 2
2410, swamp, regions_unexplored:fen, born_in_chaos_v1:zombie_fisherman, MONSTER, 5, 1, 2
2411, swamp, regions_unexplored:fen, creeperoverhaul:swamp_creeper, MONSTER, 15, 2, 2
2412, swamp, regions_unexplored:fen, endermanoverhaul:swamp_enderman, MONSTER, 10, 2, 2
2413, swamp, regions_unexplored:fen, graveyard:nightmare, MONSTER, 5, 2, 2
2414, swamp, regions_unexplored:fen, graveyard:revenant, MONSTER, 10, 2, 2
2415, swamp, regions_unexplored:fen, graveyard:skeleton_creeper, MONSTER, 10, 2, 2
2416, swamp, regions_unexplored:fen, graveyard:wraith, MONSTER, 5, 2, 2
2417, swamp, regions_unexplored:fen, minecraft:creeper, MONSTER, 15, 1, 2
2418, swamp, regions_unexplored:fen, minecraft:enderman, MONSTER, 10, 2, 2
2419, swamp, regions_unexplored:fen, minecraft:skeleton, MONSTER, 15, 2, 2
2420, swamp, regions_unexplored:fen, minecraft:slime, MONSTER, 15, 2, 2
2421, swamp, regions_unexplored:fen, minecraft:spider, MONSTER, 20, 2, 2
2422, swamp, regions_unexplored:fen, minecraft:witch, MONSTER, 10, 2, 2
2423, swamp, regions_unexplored:fen, minecraft:zombie, MONSTER, 20, 2, 2
2424, swamp, regions_unexplored:fen, minecraft:zombie_villager, MONSTER, 10, 2, 2

2425, taiga, biomesoplenty:field, minecraft:chicken, CREATURE, 15, 2, 4
2426, taiga, biomesoplenty:field, minecraft:cow, CREATURE, 20, 2, 3
2427, taiga, biomesoplenty:field, minecraft:donkey, CREATURE, 5, 1, 2
2428, taiga, biomesoplenty:field, minecraft:fox, CREATURE, 20, 3, 5
2429, taiga, biomesoplenty:field, minecraft:frog, CREATURE, 10, 2, 3
2430, taiga, biomesoplenty:field, minecraft:mule, CREATURE, 5, 1, 2
2431, taiga, biomesoplenty:field, minecraft:pig, CREATURE, 15, 2, 4
2432, taiga, biomesoplenty:field, minecraft:sheep, CREATURE, 15, 2, 4
2433, taiga, biomesoplenty:field, minecraft:wolf, CREATURE, 20, 3, 5
2434, taiga, biomesoplenty:field, alexsmobs:moose, CREATURE, 10, 2, 2
2435, taiga, biomesoplenty:field, alexsmobs:raccoon, CREATURE, 5, 1, 1
2436, taiga, biomesoplenty:field, alexsmobs:snow_leopard, CREATURE, 5, 1, 2
2437, taiga, biomesoplenty:field, alexsmobs:crow, CREATURE, 10, 1, 2
2438, taiga, biomesoplenty:field, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
2439, taiga, biomesoplenty:field, alexsmobs:potoo, CREATURE, 25, 4, 5
2440, taiga, biomesoplenty:field, legendarycreatures:wisp, CREATURE, 5, 1, 1
2441, taiga, biomesoplenty:field, aquamirae:golden_moth, AMBIENT, 1, 1, 2
2442, taiga, biomesoplenty:field, alexsmobs:fly, AMBIENT, 15, 3, 5
2443, taiga, biomesoplenty:field, minecraft:creeper, MONSTER, 10, 1, 3
2444, taiga, biomesoplenty:field, minecraft:enderman, MONSTER, 5, 1, 2
2445, taiga, biomesoplenty:field, minecraft:skeleton, MONSTER, 15, 1, 3
2446, taiga, biomesoplenty:field, minecraft:spider, MONSTER, 10, 2, 3
2447, taiga, biomesoplenty:field, minecraft:stray, MONSTER, 15, 3, 5
2448, taiga, biomesoplenty:field, minecraft:witch, MONSTER, 5, 1, 2
2449, taiga, biomesoplenty:field, minecraft:zombie, MONSTER, 20, 3, 5
2450, taiga, biomesoplenty:field, minecraft:zombie_villager, MONSTER, 10, 2, 3
2451, taiga, biomesoplenty:field, graveyard:acolyte, MONSTER, 5, 1, 2
2452, taiga, biomesoplenty:field, graveyard:corrupted_vindicator, MONSTER, 5, 1, 2
2453, taiga, biomesoplenty:field, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
2454, taiga, biomesoplenty:field, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
2455, taiga, biomesoplenty:field, graveyard:ghoul, MONSTER, 10, 2, 3
2456, taiga, biomesoplenty:field, graveyard:revenant, MONSTER, 5, 1, 2
2457, taiga, biomesoplenty:field, graveyard:wraith, MONSTER, 5, 1, 2
2458, taiga, biomesoplenty:field, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
2459, taiga, biomesoplenty:field, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
2460, taiga, biomesoplenty:field, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
2461, taiga, biomesoplenty:field, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
2462, taiga, biomesoplenty:field, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
2463, taiga, biomesoplenty:field, born_in_chaos_v1:dire_hound_leader, MONSTER, 5, 1, 2
2464, taiga, biomesoplenty:field, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
2465, taiga, biomesoplenty:field, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
2466, taiga, biomesoplenty:field, born_in_chaos_v1:missioner, MONSTER, 5, 1, 2
2467, taiga, biomesoplenty:field, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
2468, taiga, biomesoplenty:field, endermanoverhaul:snowy_enderman, MONSTER, 5, 1, 2
2469, taiga, biomesoplenty:field, irons_spellbooks:necromancer, MONSTER, 1, 1, 1
2470, taiga, biomesoplenty:field, creeperoverhaul:spruce_creeper, MONSTER, 10, 2, 3
2471, taiga, biomesoplenty:field, mutantmonsters:mutant_skeleton, MONSTER, 1, 1, 1

2472, taiga, biomesoplenty:fir_clearing, minecraft:chicken, CREATURE, 15, 2, 4
